,pokedex_number,name,generation,status,species,type_number,type_1,hp,attack,defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
663,565,Carracosta,5,Normal,Prototurtle Pokémon,2,Water,74.0,108.0,133.0,32.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
664,566,Archen,5,Normal,First Bird Pokémon,2,Rock,55.0,112.0,45.0,70.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
665,567,Archeops,5,Normal,First Bird Pokémon,2,Rock,75.0,140.0,65.0,110.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
666,568,Trubbish,5,Normal,Trash Bag Pokémon,1,Poison,50.0,50.0,62.0,65.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
667,569,Garbodor,5,Normal,Trash Heap Pokémon,1,Poison,80.0,95.0,82.0,75.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
668,570,Zorua,5,Normal,Tricky Fox Pokémon,1,Dark,40.0,65.0,40.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
669,571,Zoroark,5,Normal,Illusion Fox Pokémon,1,Dark,60.0,105.0,60.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
670,572,Minccino,5,Normal,Chinchilla Pokémon,1,Normal,55.0,50.0,40.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
671,573,Cinccino,5,Normal,Scarf Pokémon,1,Normal,75.0,95.0,60.0,115.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
672,574,Gothita,5,Normal,Fixation Pokémon,1,Psychic,45.0,30.0,50.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
673,575,Gothorita,5,Normal,Manipulate Pokémon,1,Psychic,60.0,45.0,70.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
674,576,Gothitelle,5,Normal,Astral Body Pokémon,1,Psychic,70.0,55.0,95.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
675,577,Solosis,5,Normal,Cell Pokémon,1,Psychic,45.0,30.0,40.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
676,578,Duosion,5,Normal,Mitosis Pokémon,1,Psychic,65.0,40.0,50.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
677,579,Reuniclus,5,Normal,Multiplying Pokémon,1,Psychic,110.0,65.0,75.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
678,580,Ducklett,5,Normal,Water Bird Pokémon,2,Water,62.0,44.0,50.0,55.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
679,581,Swanna,5,Normal,White Bird Pokémon,2,Water,75.0,87.0,63.0,98.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
680,582,Vanillite,5,Normal,Fresh Snow Pokémon,1,Ice,36.0,50.0,50.0,44.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
681,583,Vanillish,5,Normal,Icy Snow Pokémon,1,Ice,51.0,65.0,65.0,59.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
682,584,Vanilluxe,5,Normal,Snowstorm Pokémon,1,Ice,71.0,95.0,85.0,79.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
683,585,Deerling,5,Normal,Season Pokémon,2,Normal,60.0,60.0,50.0,75.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
684,586,Sawsbuck,5,Normal,Season Pokémon,2,Normal,80.0,100.0,70.0,95.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
685,587,Emolga,5,Normal,Sky Squirrel Pokémon,2,Electric,55.0,75.0,60.0,103.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
686,588,Karrablast,5,Normal,Clamping Pokémon,1,Bug,50.0,75.0,45.0,60.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
687,589,Escavalier,5,Normal,Cavalry Pokémon,2,Bug,70.0,135.0,105.0,20.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
688,590,Foongus,5,Normal,Mushroom Pokémon,2,Grass,69.0,55.0,45.0,15.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
689,591,Amoonguss,5,Normal,Mushroom Pokémon,2,Grass,114.0,85.0,70.0,30.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
690,592,Frillish,5,Normal,Floating Pokémon,2,Water,55.0,40.0,50.0,40.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
691,593,Jellicent,5,Normal,Floating Pokémon,2,Water,100.0,60.0,70.0,60.0,0.0,0.5,0.0,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
692,594,Alomomola,5,Normal,Caring Pokémon,1,Water,165.0,75.0,80.0,65.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
693,595,Joltik,5,Normal,Attaching Pokémon,2,Bug,50.0,47.0,50.0,65.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
694,596,Galvantula,5,Normal,EleSpider Pokémon,2,Bug,70.0,77.0,60.0,108.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
695,597,Ferroseed,5,Normal,Thorn Seed Pokémon,2,Grass,44.0,50.0,91.0,10.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
696,598,Ferrothorn,5,Normal,Thorn Pod Pokémon,2,Grass,74.0,94.0,131.0,20.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
697,599,Klink,5,Normal,Gear Pokémon,1,Steel,40.0,55.0,70.0,30.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
698,600,Klang,5,Normal,Gear Pokémon,1,Steel,60.0,80.0,95.0,50.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
699,601,Klinklang,5,Normal,Gear Pokémon,1,Steel,60.0,100.0,115.0,90.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
700,602,Tynamo,5,Normal,EleFish Pokémon,1,Electric,35.0,55.0,40.0,60.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
701,603,Eelektrik,5,Normal,EleFish Pokémon,1,Electric,65.0,85.0,70.0,40.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
702,604,Eelektross,5,Normal,EleFish Pokémon,1,Electric,85.0,115.0,80.0,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
703,605,Elgyem,5,Normal,Cerebral Pokémon,1,Psychic,55.0,55.0,55.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
704,606,Beheeyem,5,Normal,Cerebral Pokémon,1,Psychic,75.0,75.0,75.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
705,607,Litwick,5,Normal,Candle Pokémon,2,Ghost,50.0,30.0,55.0,20.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
706,608,Lampent,5,Normal,Lamp Pokémon,2,Ghost,60.0,40.0,60.0,55.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
707,609,Chandelure,5,Normal,Luring Pokémon,2,Ghost,60.0,55.0,90.0,80.0,0.0,0.0,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
708,610,Axew,5,Normal,Tusk Pokémon,1,Dragon,46.0,87.0,60.0,57.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
709,611,Fraxure,5,Normal,Axe Jaw Pokémon,1,Dragon,66.0,117.0,70.0,67.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
710,612,Haxorus,5,Normal,Axe Jaw Pokémon,1,Dragon,76.0,147.0,90.0,97.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
711,613,Cubchoo,5,Normal,Chill Pokémon,1,Ice,55.0,70.0,40.0,40.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
712,614,Beartic,5,Normal,Freezing Pokémon,1,Ice,95.0,130.0,80.0,50.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
713,615,Cryogonal,5,Normal,Crystallizing Pokémon,1,Ice,80.0,50.0,50.0,105.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
714,616,Shelmet,5,Normal,Snail Pokémon,1,Bug,50.0,40.0,85.0,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
715,617,Accelgor,5,Normal,Shell Out Pokémon,1,Bug,80.0,70.0,40.0,145.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
716,618,Stunfisk,5,Normal,Trap Pokémon,2,Ground,109.0,66.0,84.0,32.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
717,618,Galarian Stunfisk,5,Normal,Trap Pokémon,2,Ground,109.0,81.0,99.0,32.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
718,619,Mienfoo,5,Normal,Martial Arts Pokémon,1,Fighting,45.0,85.0,50.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
719,620,Mienshao,5,Normal,Martial Arts Pokémon,1,Fighting,65.0,125.0,60.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
720,621,Druddigon,5,Normal,Cave Pokémon,1,Dragon,77.0,120.0,90.0,48.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
721,622,Golett,5,Normal,Automaton Pokémon,2,Ground,59.0,74.0,50.0,35.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
722,623,Golurk,5,Normal,Automaton Pokémon,2,Ground,89.0,124.0,80.0,55.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
723,624,Pawniard,5,Normal,Sharp Blade Pokémon,2,Dark,45.0,85.0,70.0,60.0,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
724,625,Bisharp,5,Normal,Sword Blade Pokémon,2,Dark,65.0,125.0,100.0,70.0,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
725,626,Bouffalant,5,Normal,Bash Buffalo Pokémon,1,Normal,95.0,110.0,95.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
726,627,Rufflet,5,Normal,Eaglet Pokémon,2,Normal,70.0,83.0,50.0,60.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
727,628,Braviary,5,Normal,Valiant Pokémon,2,Normal,100.0,123.0,75.0,80.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
728,629,Vullaby,5,Normal,Diapered Pokémon,2,Dark,70.0,55.0,75.0,60.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
729,630,Mandibuzz,5,Normal,Bone Vulture Pokémon,2,Dark,110.0,65.0,105.0,80.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
730,631,Heatmor,5,Normal,Anteater Pokémon,1,Fire,85.0,97.0,66.0,65.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
731,632,Durant,5,Normal,Iron Ant Pokémon,2,Bug,58.0,109.0,112.0,109.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
732,633,Deino,5,Normal,Irate Pokémon,2,Dark,52.0,65.0,50.0,38.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
733,634,Zweilous,5,Normal,Hostile Pokémon,2,Dark,72.0,85.0,70.0,58.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
734,635,Hydreigon,5,Normal,Brutal Pokémon,2,Dark,92.0,105.0,90.0,98.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
735,636,Larvesta,5,Normal,Torch Pokémon,2,Bug,55.0,85.0,55.0,60.0,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
736,637,Volcarona,5,Normal,Sun Pokémon,2,Bug,85.0,60.0,65.0,100.0,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
756,650,Chespin,6,Normal,Spiny Nut Pokémon,1,Grass,56.0,61.0,65.0,38.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
757,651,Quilladin,6,Normal,Spiny Armor Pokémon,1,Grass,61.0,78.0,95.0,57.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
758,652,Chesnaught,6,Normal,Spiny Armor Pokémon,2,Grass,88.0,107.0,122.0,64.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
759,653,Fennekin,6,Normal,Fox Pokémon,1,Fire,40.0,45.0,40.0,60.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
760,654,Braixen,6,Normal,Fox Pokémon,1,Fire,59.0,59.0,58.0,73.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
761,655,Delphox,6,Normal,Fox Pokémon,2,Fire,75.0,69.0,72.0,104.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
762,656,Froakie,6,Normal,Bubble Frog Pokémon,1,Water,41.0,56.0,40.0,71.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
763,657,Frogadier,6,Normal,Bubble Frog Pokémon,1,Water,54.0,63.0,52.0,97.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
764,658,Greninja,6,Normal,Ninja Pokémon,2,Water,72.0,95.0,67.0,122.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
765,658,Ash-Greninja,6,Normal,Ninja Pokémon,2,Water,72.0,145.0,67.0,132.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
766,659,Bunnelby,6,Normal,Digging Pokémon,1,Normal,38.0,36.0,38.0,57.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
767,660,Diggersby,6,Normal,Digging Pokémon,2,Normal,85.0,56.0,77.0,78.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0
768,661,Fletchling,6,Normal,Tiny Robin Pokémon,2,Normal,45.0,50.0,43.0,62.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
769,662,Fletchinder,6,Normal,Ember Pokémon,2,Fire,62.0,73.0,55.0,84.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
770,663,Talonflame,6,Normal,Scorching Pokémon,2,Fire,78.0,81.0,71.0,126.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
771,664,Scatterbug,6,Normal,Scatterdust Pokémon,1,Bug,38.0,35.0,40.0,35.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
772,665,Spewpa,6,Normal,Scatterdust Pokémon,1,Bug,45.0,22.0,60.0,29.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
773,666,Vivillon,6,Normal,Scale Pokémon,2,Bug,80.0,52.0,50.0,89.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
774,667,Litleo,6,Normal,Lion Cub Pokémon,2,Fire,62.0,50.0,58.0,72.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
775,668,Pyroar,6,Normal,Royal Pokémon,2,Fire,86.0,68.0,72.0,106.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
776,669,Flabébé,6,Normal,Single Bloom Pokémon,1,Fairy,44.0,38.0,39.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
777,670,Floette,6,Normal,Single Bloom Pokémon,1,Fairy,54.0,45.0,47.0,52.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
778,671,Florges,6,Normal,Garden Pokémon,1,Fairy,78.0,65.0,68.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
779,672,Skiddo,6,Normal,Mount Pokémon,1,Grass,66.0,65.0,48.0,52.0,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
780,673,Gogoat,6,Normal,Mount Pokémon,1,Grass,123.0,100.0,62.0,68.0,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
781,674,Pancham,6,Normal,Playful Pokémon,1,Fighting,67.0,82.0,62.0,43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
782,675,Pangoro,6,Normal,Daunting Pokémon,2,Fighting,95.0,124.0,78.0,58.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
783,676,Furfrou,6,Normal,Poodle Pokémon,1,Normal,75.0,80.0,60.0,102.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
784,677,Espurr,6,Normal,Restraint Pokémon,1,Psychic,62.0,48.0,54.0,68.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
785,678,Meowstic Male,6,Normal,Constraint Pokémon,1,Psychic,74.0,48.0,76.0,104.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
786,678,Meowstic Female,6,Normal,Constraint Pokémon,1,Psychic,74.0,48.0,76.0,104.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
787,679,Honedge,6,Normal,Sword Pokémon,2,Steel,45.0,80.0,100.0,28.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
788,680,Doublade,6,Normal,Sword Pokémon,2,Steel,59.0,110.0,150.0,35.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
789,681,Aegislash Blade Forme,6,Normal,Royal Sword Pokémon,2,Steel,60.0,150.0,50.0,60.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
790,681,Aegislash Shield Forme,6,Normal,Royal Sword Pokémon,2,Steel,60.0,50.0,150.0,60.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
791,682,Spritzee,6,Normal,Perfume Pokémon,1,Fairy,78.0,52.0,60.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
792,683,Aromatisse,6,Normal,Fragrance Pokémon,1,Fairy,101.0,72.0,72.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
793,684,Swirlix,6,Normal,Cotton Candy Pokémon,1,Fairy,62.0,48.0,66.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
794,685,Slurpuff,6,Normal,Meringue Pokémon,1,Fairy,82.0,80.0,86.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
795,686,Inkay,6,Normal,Revolving Pokémon,2,Dark,53.0,54.0,53.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
